date;well_id;drilling_depth;drilling_speed;well_temperature;drilling_success;daily_oil_production;daily_gas_production
26/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7115.76 feet;44.57 feet/hour;174.91 °C;1;4633.364 barrels/day;5018.849 cubic feet/day
27/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9251.37 feet;49.16 feet/hour;29.28 °C;0;5789.804 barrels/day;5847.034 cubic feet/day
28/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3238.91 feet;69.32 feet/hour;255.4 °C;1;2341.428 barrels/day;2115.62 cubic feet/day
29/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4325.79 feet;54.62 feet/hour;235.34 °C;0;2821.113 barrels/day;2652.867 cubic feet/day
30/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7989.37 feet;51.9 feet/hour;242.65 °C;0;5001.076 barrels/day;13078.115 cubic feet/day
31/10/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6886.25 feet;41.55 feet/hour;126.72 °C;1;4449.957 barrels/day;4792.978 cubic feet/day
01/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5583.49 feet;54.04 feet/hour;73.32 °C;1;3721.264 barrels/day;3707.311 cubic feet/day
02/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6907.78 feet;72.28 feet/hour;216.16 °C;1;4550.871 barrels/day;4391.803 cubic feet/day
03/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7534.33 feet;67.26 feet/hour;145.52 °C;1;4879.205 barrels/day;5249.563 cubic feet/day
04/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9203.26 feet;77.84 feet/hour;184.85 °C;0;5810.803 barrels/day;6215.021 cubic feet/day
05/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5705.59 feet;69.7 feet/hour;196.59 °C;0;3685.825 barrels/day;3558.303 cubic feet/day
06/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6633.06 feet;49.05 feet/hour;173.95 °C;0;4225.536 barrels/day;4613.178 cubic feet/day
07/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8655.94 feet;51.85 feet/hour;42.64 °C;0;5413.607 barrels/day;5470.173 cubic feet/day
08/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3001.46 feet;68.32 feet/hour;272.52 °C;0;2028.487 barrels/day;1842.585 cubic feet/day
09/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7148.27 feet;59.19 feet/hour;48.15 °C;1;4628.296 barrels/day;4703.519 cubic feet/day
10/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3412.54 feet;57.75 feet/hour;24.44 °C;0;2301.69 barrels/day;2359.2 cubic feet/day
11/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2158.1 feet;66.34 feet/hour;118.0 °C;1;1653.304 barrels/day;1991.033 cubic feet/day
12/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8553.67 feet;67.96 feet/hour;67.64 °C;1;nan barrels/day;5539.353 cubic feet/day
13/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8935.27 feet;71.61 feet/hour;37.15 °C;1;nan barrels/day;5799.273 cubic feet/day
14/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4232.34 feet;44.97 feet/hour;150.8 °C;0;2775.525 barrels/day;3122.802 cubic feet/day
15/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2581.17 feet;66.82 feet/hour;207.34 °C;0;1821.182 barrels/day;1659.397 cubic feet/day
16/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3313.2 feet;70.98 feet/hour;234.56 °C;1;2391.958 barrels/day;2177.37 cubic feet/day
17/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3162.82 feet;75.15 feet/hour;159.29 °C;1;2283.785 barrels/day;2679.979 cubic feet/day
18/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8802.54 feet;49.78 feet/hour;193.71 °C;0;5524.127 barrels/day;5958.954 cubic feet/day
19/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2071.01 feet;72.86 feet/hour;139.47 °C;0;1522.113 barrels/day;1838.066 cubic feet/day
20/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8260.63 feet;75.83 feet/hour;117.99 °C;1;5353.054 barrels/day;5659.622 cubic feet/day
21/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8431.19 feet;50.33 feet/hour;265.37 °C;0;5265.091 barrels/day;5075.216 cubic feet/day
22/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2953.62 feet;68.63 feet/hour;154.2 °C;0;2028.545 barrels/day;2410.837 cubic feet/day
23/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8612.0 feet;71.74 feet/hour;104.23 °C;2;5567.586 barrels/day;5845.606 cubic feet/day
24/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3390.16 feet;77.4 feet/hour;204.84 °C;0;2314.266 barrels/day;2154.653 cubic feet/day
25/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8730.19 feet;59.48 feet/hour;38.99 °C;1;5622.853 barrels/day;5649.424 cubic feet/day
26/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4349.0 feet;68.03 feet/hour;214.91 °C;0;nan barrels/day;2712.711 cubic feet/day
27/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4120.41 feet;40.85 feet/hour;250.9 °C;0;2686.243 barrels/day;2485.832 cubic feet/day
28/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2103.95 feet;42.09 feet/hour;204.68 °C;1;1604.081 barrels/day;1477.311 cubic feet/day
29/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5440.06 feet;41.68 feet/hour;140.68 °C;1;3624.361 barrels/day;3950.161 cubic feet/day
30/11/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2555.34 feet;43.77 feet/hour;146.43 °C;2;1867.937 barrels/day;2242.591 cubic feet/day
01/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8840.18 feet;64.97 feet/hour;136.98 °C;1;5673.726 barrels/day;6021.066 cubic feet/day
02/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3227.27 feet;52.22 feet/hour;63.48 °C;0;2174.19 barrels/day;2191.785 cubic feet/day
03/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4339.49 feet;73.11 feet/hour;276.66 °C;1;3003.171 barrels/day;2778.444 cubic feet/day
04/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8027.16 feet;57.34 feet/hour;47.73 °C;0;5060.506 barrels/day;5098.41 cubic feet/day
05/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8581.79 feet;48.19 feet/hour;70.7 °C;1;5507.541 barrels/day;5523.404 cubic feet/day
06/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4493.68 feet;51.58 feet/hour;166.35 °C;0;2941.468 barrels/day;3329.672 cubic feet/day
07/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6935.85 feet;53.6 feet/hour;116.38 °C;2;4538.111 barrels/day;4829.891 cubic feet/day
08/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6391.76 feet;53.48 feet/hour;100.37 °C;1;4200.537 barrels/day;4459.744 cubic feet/day
09/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8788.53 feet;64.49 feet/hour;138.96 °C;1;5655.956 barrels/day;5981.636 cubic feet/day
10/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3319.81 feet;58.82 feet/hour;70.87 °C;0;2236.082 barrels/day;2254.221 cubic feet/day
11/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7529.3 feet;47.01 feet/hour;40.26 °C;1;4880.03 barrels/day;4899.378 cubic feet/day
12/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7394.63 feet;42.2 feet/hour;232.05 °C;0;4644.698 barrels/day;4485.555 cubic feet/day
13/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8355.82 feet;67.74 feet/hour;68.45 °C;1;5395.298 barrels/day;5400.32 cubic feet/day
14/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;7563.58 feet;76.16 feet/hour;161.29 °C;1;4910.635 barrels/day;5323.605 cubic feet/day
15/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2194.85 feet;76.41 feet/hour;137.79 °C;0;1573.429 barrels/day;1938.662 cubic feet/day
16/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8293.81 feet;42.81 feet/hour;132.27 °C;1;5322.408 barrels/day;5639.66 cubic feet/day
17/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4431.07 feet;67.87 feet/hour;272.54 °C;1;3048.927 barrels/day;2824.175 cubic feet/day
18/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5611.64 feet;55.76 feet/hour;223.94 °C;1;3723.506 barrels/day;3581.541 cubic feet/day
19/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6105.39 feet;77.56 feet/hour;215.02 °C;1;4058.828 barrels/day;3916.407 cubic feet/day
20/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3988.78 feet;56.37 feet/hour;31.21 °C;1;2772.291 barrels/day;2827.152 cubic feet/day
21/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;9404.6 feet;68.28 feet/hour;84.78 °C;2;6032.634 barrels/day;5997.408 cubic feet/day
22/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8369.08 feet;69.96 feet/hour;224.56 °C;1;5419.143 barrels/day;5245.128 cubic feet/day
23/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4236.52 feet;64.03 feet/hour;175.22 °C;0;2787.116 barrels/day;3188.207 cubic feet/day
24/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;8131.69 feet;67.95 feet/hour;208.46 °C;0;5149.55 barrels/day;4987.514 cubic feet/day
25/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2345.52 feet;58.28 feet/hour;42.58 °C;1;1770.651 barrels/day;1829.512 cubic feet/day
26/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;6491.52 feet;63.91 feet/hour;115.69 °C;0;4140.637 barrels/day;4458.445 cubic feet/day
27/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;2073.7 feet;79.4 feet/hour;276.5 °C;0;1517.809 barrels/day;1294.993 cubic feet/day
28/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;4463.32 feet;44.32 feet/hour;140.84 °C;1;3022.899 barrels/day;3378.734 cubic feet/day
29/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5880.43 feet;68.89 feet/hour;96.52 °C;1;3928.43 barrels/day;4177.119 cubic feet/day
30/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;5614.79 feet;47.06 feet/hour;76.49 °C;1;3737.1 barrels/day;3740.562 cubic feet/day
31/12/2023;cda1607e-ad63-4932-a207-01ba25d6f20c;3905.37 feet;63.0 feet/hour;209.18 °C;1;nan barrels/day;2564.062 cubic feet/day
01/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8406.71 feet;75.96 feet/hour;189.84 °C;1;5443.021 barrels/day;5868.418 cubic feet/day
02/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6848.19 feet;53.16 feet/hour;128.52 °C;1;4449.99 barrels/day;4784.262 cubic feet/day
03/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9454.24 feet;70.24 feet/hour;180.13 °C;1;6027.513 barrels/day;6460.677 cubic feet/day
04/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4646.97 feet;71.26 feet/hour;151.11 °C;1;3180.948 barrels/day;3523.1 cubic feet/day
05/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2653.88 feet;61.32 feet/hour;213.17 °C;1;1956.015 barrels/day;1826.944 cubic feet/day
06/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3041.26 feet;68.27 feet/hour;168.96 °C;1;2223.161 barrels/day;2603.881 cubic feet/day
07/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3005.21 feet;79.69 feet/hour;194.44 °C;1;2204.304 barrels/day;2650.233 cubic feet/day
08/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6932.98 feet;55.16 feet/hour;45.03 °C;1;4505.522 barrels/day;4570.285 cubic feet/day
09/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9304.67 feet;79.6 feet/hour;243.92 °C;1;5990.51 barrels/day;5800.661 cubic feet/day
10/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3053.6 feet;75.46 feet/hour;249.79 °C;0;2113.383 barrels/day;1895.1 cubic feet/day
11/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2978.03 feet;68.57 feet/hour;226.42 °C;1;2167.494 barrels/day;2015.924 cubic feet/day
12/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5002.39 feet;44.49 feet/hour;129.21 °C;0;3201.1 barrels/day;3552.697 cubic feet/day
13/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2239.85 feet;72.74 feet/hour;38.11 °C;1;1727.39 barrels/day;1785.454 cubic feet/day
14/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8542.02 feet;72.99 feet/hour;166.43 °C;0;5396.039 barrels/day;5753.486 cubic feet/day
15/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2379.42 feet;55.6 feet/hour;37.66 °C;1;1787.624 barrels/day;1854.093 cubic feet/day
16/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6074.74 feet;42.8 feet/hour;212.02 °C;1;4002.282 barrels/day;3833.739 cubic feet/day
17/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6785.02 feet;46.17 feet/hour;185.71 °C;1;4401.513 barrels/day;4841.392 cubic feet/day
18/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3015.24 feet;71.11 feet/hour;119.93 °C;1;2203.917 barrels/day;2484.057 cubic feet/day
19/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4432.32 feet;45.63 feet/hour;82.94 °C;1;nan barrels/day;2984.056 cubic feet/day
20/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4689.06 feet;74.72 feet/hour;223.2 °C;1;3187.613 barrels/day;3049.632 cubic feet/day
21/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6504.14 feet;55.7 feet/hour;205.53 °C;1;nan barrels/day;4117.51 cubic feet/day
22/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8248.64 feet;68.2 feet/hour;186.43 °C;1;5346.676 barrels/day;5767.23 cubic feet/day
23/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3437.05 feet;45.64 feet/hour;225.37 °C;0;2297.882 barrels/day;2110.992 cubic feet/day
24/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6682.24 feet;59.69 feet/hour;24.43 °C;1;4383.821 barrels/day;4454.467 cubic feet/day
25/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6275.94 feet;74.76 feet/hour;197.34 °C;1;4145.162 barrels/day;4005.426 cubic feet/day
26/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3847.43 feet;69.72 feet/hour;212.8 °C;1;2684.407 barrels/day;2527.958 cubic feet/day
27/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4625.31 feet;74.7 feet/hour;47.67 °C;0;3035.292 barrels/day;3096.939 cubic feet/day
28/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3871.92 feet;50.12 feet/hour;98.11 °C;1;2689.987 barrels/day;2942.061 cubic feet/day
29/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7293.21 feet;53.64 feet/hour;278.83 °C;0;4623.045 barrels/day;4398.784 cubic feet/day
30/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6856.46 feet;42.24 feet/hour;92.3 °C;1;4461.655 barrels/day;4447.804 cubic feet/day
31/01/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8750.24 feet;71.16 feet/hour;129.5 °C;1;5626.216 barrels/day;5951.618 cubic feet/day
01/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7190.12 feet;45.42 feet/hour;112.98 °C;1;4664.635 barrels/day;4941.046 cubic feet/day
02/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7726.5 feet;47.21 feet/hour;194.02 °C;1;4981.352 barrels/day;5398.34 cubic feet/day
03/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9069.05 feet;47.98 feet/hour;69.8 °C;1;5802.14 barrels/day;5784.455 cubic feet/day
04/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7090.66 feet;57.18 feet/hour;249.82 °C;1;4592.189 barrels/day;4443.655 cubic feet/day
05/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3176.31 feet;40.72 feet/hour;29.75 °C;0;nan barrels/day;2175.103 cubic feet/day
06/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8389.64 feet;53.07 feet/hour;128.06 °C;1;5394.268 barrels/day;5690.451 cubic feet/day
07/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2249.73 feet;43.88 feet/hour;239.87 °C;1;1705.494 barrels/day;1527.539 cubic feet/day
08/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5557.67 feet;59.79 feet/hour;62.5 °C;0;3558.527 barrels/day;3601.06 cubic feet/day
09/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2993.45 feet;50.9 feet/hour;212.14 °C;0;2032.136 barrels/day;1886.78 cubic feet/day
10/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7875.0 feet;60.74 feet/hour;202.23 °C;1;nan barrels/day;4951.964 cubic feet/day
11/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3983.14 feet;66.33 feet/hour;108.26 °C;0;2650.263 barrels/day;2942.771 cubic feet/day
12/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8140.93 feet;41.68 feet/hour;158.62 °C;0;5098.026 barrels/day;5483.329 cubic feet/day
13/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6783.21 feet;67.81 feet/hour;170.12 °C;0;4336.794 barrels/day;4722.456 cubic feet/day
14/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3869.11 feet;59.26 feet/hour;70.24 °C;1;2686.477 barrels/day;2705.103 cubic feet/day
15/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3876.46 feet;42.79 feet/hour;121.32 °C;0;2562.362 barrels/day;2842.462 cubic feet/day
16/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2178.0 feet;41.29 feet/hour;166.89 °C;1;1662.843 barrels/day;2039.86 cubic feet/day
17/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7313.94 feet;70.06 feet/hour;161.05 °C;2;nan barrels/day;5152.528 cubic feet/day
18/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5977.64 feet;45.3 feet/hour;193.01 °C;2;3804.789 barrels/day;4229.836 cubic feet/day
19/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9404.53 feet;45.89 feet/hour;30.87 °C;1;6004.672 barrels/day;6057.8 cubic feet/day
20/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5827.46 feet;73.13 feet/hour;179.36 °C;0;3758.1 barrels/day;4150.61 cubic feet/day
21/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7741.27 feet;63.24 feet/hour;74.01 °C;2;5016.307 barrels/day;5017.112 cubic feet/day
22/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5006.15 feet;76.35 feet/hour;156.23 °C;1;3395.544 barrels/day;3748.132 cubic feet/day
23/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5305.81 feet;67.55 feet/hour;240.86 °C;1;3546.437 barrels/day;3358.292 cubic feet/day
24/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5631.41 feet;70.34 feet/hour;240.28 °C;1;3753.676 barrels/day;3577.742 cubic feet/day
25/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6636.09 feet;47.45 feet/hour;80.47 °C;0;nan barrels/day;4207.21 cubic feet/day
26/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6748.7 feet;67.91 feet/hour;174.76 °C;1;4447.255 barrels/day;4827.45 cubic feet/day
27/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2425.12 feet;52.49 feet/hour;70.49 °C;1;1794.201 barrels/day;1810.309 cubic feet/day
28/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4162.0 feet;60.75 feet/hour;65.93 °C;1;nan barrels/day;2897.621 cubic feet/day
29/02/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6372.62 feet;42.88 feet/hour;40.02 °C;1;4170.755 barrels/day;4214.423 cubic feet/day
01/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3059.36 feet;57.05 feet/hour;201.45 °C;1;2193.12 barrels/day;2071.426 cubic feet/day
02/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2017.08 feet;47.21 feet/hour;136.33 °C;1;1556.071 barrels/day;1871.593 cubic feet/day
03/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4163.44 feet;58.76 feet/hour;140.08 °C;2;2750.265 barrels/day;3060.525 cubic feet/day
04/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4522.87 feet;55.81 feet/hour;123.1 °C;0;nan barrels/day;3247.512 cubic feet/day
05/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6660.21 feet;45.38 feet/hour;240.66 °C;0;4225.111 barrels/day;4045.628 cubic feet/day
06/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8632.82 feet;52.36 feet/hour;160.21 °C;1;5545.225 barrels/day;5925.364 cubic feet/day
07/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7745.07 feet;42.54 feet/hour;197.72 °C;1;4982.462 barrels/day;4874.303 cubic feet/day
08/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3334.33 feet;72.93 feet/hour;210.59 °C;0;2275.474 barrels/day;2114.106 cubic feet/day
09/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5274.09 feet;62.87 feet/hour;47.05 °C;0;3430.746 barrels/day;3464.763 cubic feet/day
10/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3850.72 feet;71.59 feet/hour;210.18 °C;0;2561.051 barrels/day;2416.823 cubic feet/day
11/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2064.54 feet;53.76 feet/hour;201.87 °C;0;1473.109 barrels/day;1315.494 cubic feet/day
12/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4008.08 feet;46.86 feet/hour;231.58 °C;1;2763.259 barrels/day;2555.188 cubic feet/day
13/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5763.23 feet;62.75 feet/hour;271.34 °C;2;3843.454 barrels/day;3625.262 cubic feet/day
14/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7034.02 feet;58.72 feet/hour;187.02 °C;1;4596.902 barrels/day;4997.136 cubic feet/day
15/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3711.28 feet;68.63 feet/hour;75.98 °C;0;2497.396 barrels/day;2500.646 cubic feet/day
16/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8599.62 feet;68.54 feet/hour;49.15 °C;1;5523.368 barrels/day;5591.199 cubic feet/day
17/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8447.47 feet;69.36 feet/hour;256.67 °C;0;5339.268 barrels/day;5140.87 cubic feet/day
18/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9345.22 feet;43.67 feet/hour;182.23 °C;1;5964.603 barrels/day;6339.121 cubic feet/day
19/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6231.75 feet;72.29 feet/hour;242.87 °C;2;4134.568 barrels/day;3939.571 cubic feet/day
20/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9146.69 feet;43.92 feet/hour;114.7 °C;0;5710.53 barrels/day;6008.873 cubic feet/day
21/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8554.95 feet;71.87 feet/hour;89.95 °C;1;nan barrels/day;5516.069 cubic feet/day
22/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3435.15 feet;51.22 feet/hour;104.01 °C;0;2304.719 barrels/day;2551.577 cubic feet/day
23/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8222.05 feet;48.04 feet/hour;95.5 °C;1;5290.746 barrels/day;5562.429 cubic feet/day
24/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7860.97 feet;64.92 feet/hour;266.33 °C;1;5076.477 barrels/day;4863.383 cubic feet/day
25/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8002.86 feet;63.94 feet/hour;240.99 °C;1;5179.175 barrels/day;4982.889 cubic feet/day
26/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3869.61 feet;54.45 feet/hour;144.61 °C;0;2559.838 barrels/day;2910.397 cubic feet/day
27/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3991.68 feet;53.87 feet/hour;270.19 °C;1;2734.49 barrels/day;2514.096 cubic feet/day
28/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6471.16 feet;56.47 feet/hour;129.34 °C;0;4136.598 barrels/day;4429.823 cubic feet/day
29/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4051.2 feet;54.83 feet/hour;236.06 °C;0;2666.065 barrels/day;2489.74 cubic feet/day
30/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2345.93 feet;67.84 feet/hour;120.58 °C;0;1676.651 barrels/day;1982.786 cubic feet/day
31/03/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5971.28 feet;65.55 feet/hour;269.11 °C;1;3960.203 barrels/day;3745.248 cubic feet/day
01/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8166.28 feet;55.49 feet/hour;65.0 °C;2;5252.752 barrels/day;5274.833 cubic feet/day
02/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9277.36 feet;53.45 feet/hour;28.42 °C;0;5790.278 barrels/day;5868.975 cubic feet/day
03/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4642.49 feet;44.4 feet/hour;53.62 °C;2;3016.98 barrels/day;3041.65 cubic feet/day
04/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6987.31 feet;72.26 feet/hour;194.66 °C;1;4591.962 barrels/day;4989.846 cubic feet/day
05/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8058.09 feet;47.33 feet/hour;199.67 °C;1;5197.109 barrels/day;5059.921 cubic feet/day
06/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3500.98 feet;56.13 feet/hour;92.26 °C;0;2317.741 barrels/day;2330.964 cubic feet/day
07/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3967.2 feet;44.2 feet/hour;121.87 °C;1;2741.771 barrels/day;3011.81 cubic feet/day
08/04/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8340.3 feet;61.73 feet/hour;141.7 °C;1;5384.905 barrels/day;5714.128 cubic feet/day
